,comment,sentimen
1719,"Alhamdulillah dengan presidennya bpk Prabowo Subinyanto ,penuh pengerian terhadap guru dan Rakyat kecil, semoga bpk Prabowo diberi kesehatan dan umur panjang  aamiin yra. Trimakasih pak Prabowo",Neutral
1720,Semoga Bapak Presiden Prabowo Subianto senatiasa dalam keadaan sehat dan selalu mendapatkan perlindungan dari Allah SWT. Aamiin Yaa Rabbal'alamin.,Neutral
1721,Allahumma sholli ala saidina Muhammad. Smg gurupun mampu meningkatkan kualitas dirinya💙💪🙏,Neutral
1722,"Semoga menjadi presiden gaya kepemimpinan Khalifah Umar bin Khatab,tegas,adil n,bijaksana",Neutral
1723,Pendidikan adalah salah satu elemen pertahanan suatu negara,Neutral
1724,Pidato yg sungguh menggelegar penuh ketulusan keikhlasan penuh makna.sungguh luarbiasa pak presidenku.smoga saja sehat selalu.Amin yarobbalalamin.,Neutral
1725,"kekayaan kita besar, kemana hasillya Pak malah PPN yang mau dinaikan, apakah itu solusi ?",Neutral
1726,"Saya saaangat terharu mendengar dan melihat/menonton PIDATO bapak PRESIDEN PROBOWO atas penilaian BELIAU kepada kami GURU di seluruh INDONESIA. Kami selalu berdoa agar BAPAK tetap SEHAT, KUAT, SEMANGAT dalam memimpin NEGARA INDONESIA kedepan. Aamiin.🙏🙏🙏",Neutral
1727,Terimakasih bapak Prabowo...Guru hebat Indonesia kuat..🙏🙏🙏,Neutral
1728,Semoga sehat selalu pak presiden,Neutral
1729,Pidato beliau selalu bikin haru 🥺,Neutral
1730,Presidenku memang👍👍👍...gebragan yg mantab...,Neutral
1731,Alhamdulillah,Neutral
1732,"Terimakasih bapak presidenku❤kami para guru sangat terharu atas penghargaan dari yang bpk ucapkan, semoga Negara Indonesia ini kedepannya akan selalu dipimpin oleh anak bangsa yang Ikhlas seperti bapak🤲",Neutral
1733,26:59 😢😢😢,Neutral
1734,"Ya Allah pak makasih, guru honorer juga ya pak plis😢",Neutral
1735,"Semoga bapak Prsiden Prabowo Subianto senantiasa di beri kesehatan, perlindungan dan berkat serta kebahagian🙏🙏🙏🇮🇩❤️",Neutral
1736,"Alhamdulillah 
Terima kasih Bapak 
Walaupun saya sudah tidak jadi guru lagi kesejahteraan guru harus di perhatikan 
Apalagi gaji honorer sangat memprihatikan gaji nya 
Sekali lagi Bapak Prabowo saya ucapkan beribu terima kasih 
Semoga bapak dan para menteri selalu sehat bahagia dan panjang umur penuh barakah 
Aamiin ya rabbal alamin",Neutral
1737,"Dari dlu bpk prabowo idola saya ☺️ g sia sia  3x pilih beliau smpai menang, sehat trus bpk presidan Prabowo. 🤲 👆 di tunggu kabar baik lainnya pak.",Neutral
1738,"Tolong pak tingkatkan juga kwalitas pendidikannya, tetapkan aturan yang tegas bagi guru yang tidak menjalankan tanggung jawabnya..",Neutral
1739,Pak masih banyak juga yg lain belum bekerja 😢,Neutral
1740,"❤❤❤❤❤❤❤❤❤❤😭😭😭😭😭😭😭😭😭. I LOVE YOU BAPAK KU PRESIDEN KU  TUHAH YESUS MEMBERKATIMU ,,, SALAM SYG DARI PAPUA ❤❤❤❤❤❤",Positive
1741,Terimakasih pak presiden jaya negeriku merdeka,Neutral
1742,Gagah tegas baik dan Iklas presiden kita,Neutral
1743,Saya sampai nangis dengar Pak Prabowo pidato.. Keren banget,Neutral
1744,"sehat selalu Bpk Presiden kami,, kami mencintai mu pak 🥲🥰",Neutral
1745,"Ya Allah , Bapak Prabowo hebat ide2 nya untuk perbaikan sekolah2 Negeri khususnya yg Swasta 
Semoga bantuan sesuai sasaran khususnya untuk sekolah swasta kecil , terimakasih sebelumnya bapak 
SMK PGRI 2 Surakarta patut menerima bantuan swa kelola untuk memperbaiki ruangan lab yg atapnya mau ambrol",Neutral
1746,"Gaji naik tolong di tingkatkan lagi  kinerjanya guru.    Jangan masuk,pulang kerjanya seenaknya.  .",Neutral
1747,Ke ikhlasan sejati,Neutral
1748,Gaji buruh juga pikir kan pak,Neutral
1749,"Saya anak abah, tapi demi persatuan dan indonesia yang lebih kuat serta berdikari saya dukung pak prabowo untuk 2 periode. Pak prabowo punya kemampuan untuk mengayomi semua rakyat dan menyadarkan para menteri2nya dari yang sebelumnya mungkin korup & mementingkan diri sendiri menjadi sadar dan bekerja untuk rakyat",Neutral
1750,Yg setuju 2 priode 🎉,Neutral
1751,trus bagaimana nasib ibu rumah tgga .. yg suaminya  cuma satpam atau buruh😢😊,Neutral
1752,"Hebat pak Prawobo, Hidup Indonesia Raya, Bangkit Rakyat Seluruh Indobesia, bersatu kita lawan dan robohkan penjajah dalam negri kita yaitu mereka para oknum koruptor lewat  kecnggihan teknologi dan viralkan lewat kemajuan sosmed. Bersama Presiden kita Bapak Prabowo dan jajaran menteri kabinet nya semua, rakyat harus berani bersuara dan rakyat harus menjadi penguasa tertinggi sebuah negara.
Bersama pak prabowo indonesia maju berjaya.
TERIMAKASIH BAPAK PRESIDEN PRABOWO

Hidup Kopasus.",Neutral
1753,"kalau sy hanya ijazah D2,sudah mengabdi 19thn ,dan termaksud dlm data bes atau kategori K2 bagaimana solusinya",Neutral
1754,"SETIAP BAPAK BERPIDATO AIR MATA SAYA TIDAK BISA TAHAN SAMA SEKALI PAK'
SEHAT SELALU BAPAK PRESIDEN KU DAN BERIHKAN UMUR PANJANG",Neutral
1755,Pak pajak nya kenapa nambah banyak?,Neutral
1756,"Perasaan selama ini guru terus yg dinaikkan gajinya berkali 2 aut putnya tidak ada anak2 semakin goblok....lain sertifikasi,tunjangan dll,sementara para medis dan ASN struktural naik 5 % selama 10 tahun kepemimpinan Jokowi",Neutral
1757,Mantab pak presiden kita sehat selalu bpk panjang umur,Neutral
1758,"Semoga dg naik nya gaji dan tunjangan guru. Guru bisa belanja di pasar traditional dan para UMKM pinggir jalan. 
Jangan sering2 beli di Mall atau online. 😊

Karena perputaran keuangan cepat di masyarakat. Untuk menaikkan belanja di kalangan menengah kebawah",Neutral
1759,Gaji Perawat /Nakes pak. Non ASN. dinaikan juga pak. Yg di swasta gaji nya masih kecil,Neutral
1760,Presiden berikutnya GIBRAN yess,Neutral
1761,Sehat selalu San Jenderal pahlawan sejati,Neutral
1762,Semoga gaji swasta juga naik 15%,Neutral
1763,Trimakasih pak presiden sedih sekali mendengar pidato ini..😢,Neutral
1764,Tuhan memberkati bapak,Neutral
1765,kenapa sihhhh kaliannn ga pilih prabowo dari duluuuuuu 😭😭😭??,Neutral
1766,"jgn lupa pak presiden prabowo tolong  naikan gaji pensiunan TNI/polri serta tunjangan veteran  TNI pak,,,,,",Neutral
1767,"saya ikut menangis mendengar pidoto bapak,tidak salah saya pilih bapak,yg sangat luar biasa bewibawa dan bijaksana,trimakasih atas perhatian nya pada guru dan rakyat ,sehat slalu dan panjang umur Bp prabowo presiden ku❤❤❤❤❤❤",Neutral
1768,"gaji buruh jga pak di naikin mereka jga rata"" rakyat  kecil kerja keras gsji g sesusi dgn tenaga , potongan pajak gede",Neutral
1769,"Alhamdulillah... Lewat P Prabowo Allah memberikan angin segar kpd para guru, semoga barokah... Saya jg mantan seorang pendidik yg telah mengabdi 40 thn 7 bln, tp rasanya blum punya kepuasan sebagai pendidik.. Rasanya msih kurang kurang dang kurang untuk mengajar",Neutral
1770,mantapppp presiden,Neutral
1771,Lanjutkan trus semoga keinginan presiden dan rakyat bisa terwujud dan terlaksana,Neutral
1772,"BARU KALI INI SAYA BANGGA DENGAN PRESIDEN INDONESIA
LUAR BIASA PAK PRESIDEN KU
KAMI TIDAK SALAH PILIH BAPAK DAN KAMI TAU BETUL BAPAK ITU BEKERJA PRNUH IKLHAS MEMBANGUN NEGERI INI",Neutral
1773,"Suksma dan terimakasih pak Prabowo, saya Guru di sekolah swasta nitip ke bapak mohon bantu sekolah sekolah di desa desa yang ada di pedalamaan, fasilitas mereka sangat jauh dari layak, gedung mereka bocor, gurunya tetap berjuang seadanya. Selain para guru, kunci keberhasilan dari pendidikan adalah fasilitas yang menunjang pendidikan.",Neutral
1774,"kalau anda sebut pemerintahan yg bersih , maka hanya satu kata yg anda ucapkan, yaitu terbit kan perpu ttg KPK unto kembali ke UU KPK yg lama",Neutral
1775,"Masih ada yang  terlewat dari dahulu pak.. sekolah itu TIDAK HANYA berisi sekumpulan guru2 saja.. tapi ada para tenaga2 kependidikan non akademisnya jg.. seperti para OB, penjaga sekolah dll.. Dari dulu mereka selalu berkeluh kesah.. melihat guru2 sekarang yg sudah bgtu diperhatikan, masih terus dan tetap diperhatikan oleh pemerintah, malah akan dinaikan lagi gajinya.. TAPI mereka para2 Tenaga Kependidikan selain guru, juga tetap TERLUPAKAN..",Neutral
1776,Setuju presidenku👍,Neutral
1777,HEBAT..HEBAT...HEBAT... Sampai terharu dengerin pidato pak prabowo. Semoga sehat selalu dan Rakyat Sejahtera,Neutral
1778,Yg tidak milih pak prabowo jgn bangga iyaa sadar diri ajaa klau anak abah,Neutral
1779,"Alhamdulillah, semoga bermanfaat dan barokah, Aamiin ❤",Neutral
1780,Terimah kasih pak Presiden tolong perbaiki kualitas cara berpikir yang bijaksana dan kesejahteraan guru di daerah kami di Papua agar rubah cara berpikir masyarakat yang baik melalui Pendidikan. terima kasih pak,Neutral
1781,"Alhamdulillah, semoga berkah.",Neutral
1782,"Mentri : ""duh alamat ni kita suruh nyanyi malah😢""  😂😂😂😂😂",Negative
1783,"Luar biasa pak Prabowo, moga bapak panjang umur untuk membenahi negeri ini🙏🙏🙏",Neutral
1784,Sehat selalu presidenku bapak prabowo,Neutral
1785,Ya Allah lindungilah Presiden kami Bangsa Indonesia,Neutral
1786,"Semoga bapak prabowo dan menteri"" Yang jujur di berikan umur panjang agar Indonesia di pimpi oleh para pemimpin yg jujur. Amanah dan dapat di percaya oleh masyarakat.. ❤❤❤❤",Neutral
1787,"Semoga bapak prabowo dan menteri"" Yang jujur di berikan umur panjang agar Indonesia di pimpi oleh para pemimpin yg jujur. Amanah dan dapat di percaya oleh masyarakat.. ❤❤❤❤",Neutral
1788,Gak kuat dengarnya pak peresiden aku nagisss,Neutral
1789,"baru kali ini sangat semangat dan paling di nanti menonton tentang pemerintahan kita,
sehat selalu presidenku semoga di kasih umur panjang dan di lindungi dari hal apapun amin😊",Neutral
1790,Pidoto.Bapak.peresiden.Ri.untuksemagatbagiguru.sagatmengebugebubagiguru.dan.murit.muritnya.Ahamdulilah.Hasan.s.pd.39.@gemailcoom.cempaka.desa.suela.kcc.suela.lotim.ntb.indonesia.,Neutral
1791,"Aku ridho pak kalau anggaran utama di alokasikan di pendidikan karna pendidikan yang baik akan menghasilkan putra"" putri yang bermutu secara otomatis negara akan berkembang dan nilai"" ekonomi akan bersaing secara global",Neutral
1792,Sehat selalu bpk.presidenku selamat berjuang bpk.. ikut terharu 😭😭😭😭😭,Neutral
1793,Untuk guru paud gimana pak?,Neutral
1794,"Terima kasih bapak macan Asia, yang di segani di negara tetangga, sebagai jendral dan presiden saya mengagumimu",Neutral
1795,"Terima kasih Pak Presiden sudah mengangkat derajat guru dan kesejahteraannya, Moga Bapak Selalu sehat dan dalam lindunganNYA.",Neutral
1796,"Semoga bapak prabowo dan menteri"" Yang jujur di berikan umur panjang agar Indonesia di pimpi oleh para pemimpin yg jujur. Amanah dan dapat di percaya oleh masyarakat.. ❤❤❤❤❤",Neutral
1797,Terima kasih pak anda memang orang tulus ikhlas,Neutral
1798,"Semoga bapak prabowo dan menteri"" Yang jujur di berikan umur panjang agar Indonesia di pimpi oleh para pemimpin yg jujur. Amanah dan dapat di percaya oleh masyarakat.. ❤❤❤❤",Neutral
1799,"Tolong bicara yang tegas dan lantang pak jangan berbelit-belit kayak mentri bapak. 
Sebenarnya yang naik itu gaji guru atau tunjangan guru lewat sertifikasi? 
naiknya berapa? 2 juta atau naik hingga totalnya 2 juta? 
guru honorer saja atau guru asn juga tunjangan sertifikasi naik 2 juta? 
Kalau guru menerima tunjangan sertifikasi 1x gaji pokok itu sudah ada sejak jaman pak sby pak, itu berarti sama saja tidak ada kenaikan dong pak kalau sama 1x gaji? 

jangan ambigu, jangan berbelit-belit hingga di masyarakat jadi rancu dan kisruh tidak percaya lagi dengan janji-janji bapak presiden yang terhormat.",Neutral
1800,"Semoga bapak prabowo dan menteri"" Yang jujur di berikan umur panjang agar Indonesia di pimpi oleh para pemimpin yg jujur. Amanah dan dapat di percaya oleh masyarakat.. ❤❤❤❤",Neutral
1801,"Gaji NAKES pak Prabowo dinaikin juga, semua NAKES PAK.",Neutral
1802,Sehat selalu pk prabowo,Neutral
1803,"Semoga bapak prabowo dan menteri"" Yang jujur di berikan umur panjang agar Indonesia di pimpi oleh para pemimpin yg jujur. Amanah dan dapat di percaya oleh masyarakat.. ❤❤❤❤",Neutral
1804,Jgn cuma guru aja yg dinaikkan pak presiden,Neutral
1805,"Terimakasih y pak atas perhatian ny, semoga bpk ttp sehat selalu",Neutral
1806,"Pondok "" pesantren juga pastinya dpt ya bpk ?",Neutral
1807,Bapak Presiden Prabowo Subianto luar biasa🎉❤👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼,Neutral
1808,"Pekerjaanmu masih banyak,tidak hanya guru yang disejahterakan,sila ke 5 keadilan sosial untuk semua rakyat...oke baik,ditunggu kabar baiknya",Neutral
1809,"Awal yg luar biasa, sehat selalu ya Pak. Mari kita doakan pemimpin2 kita agar dpt menjalankan tugasnya dgn baik 🤲",Neutral
1810,Amen menyala profesi guru   Tanpa  pejabat tanpa guru,Neutral
1811,Bismilah ... Semoga Alloh melancarkan dan mensukseskan Bapa Presiden dalam segala urusan... Aamiin,Neutral
1812,Trm kasih bpk😭😭😭😭😭,Neutral
1813,"Habis Gelap Terbitlah Terang, Tuhan memberkati Kita Semua, AMIN",Neutral
1814,"Walaupun saya tdk guru,saya sangat berterimakasih kepada bapak presiden PRABOWO,saya tdk salah pilih presidenku yg amanah.semoga Tuhan memberi kekuatan,kesehatan dan  bisa memimpin negeri ini mrnjadi negara yg cerdas dan makmur, aman dan tentram.",Neutral
1815,Alhamdulillah,Neutral
1816,Sehat2 selalu pak.prabowo🤲,Neutral
1817,Pak Prabowo idolaku dar dulu tapi dikalahkan oleh Jokowi yg Ndak pernah perhatikan nasib guru semoga sampai dua periode,Neutral
1818,"Pak presiden yang terhormat,utamakanlah guru guru non PNS atau swasta. Kasihan mereka apalagi yang mengajar di kampung.",Neutral
1819,Alhamdulillaah... Syukran katsiir Jendral... Atha'allahu 'umrahu bisshihah wa'aafiyah..... ajiiibbbbbbb. semoga 2 periode,Neutral
1820,Harus sejalan juga dengan audit ketat keuangan di dinas pendidikan dan sekolah2. Supaya fasilitas serta kualitas lebih maju tanpa pungli dan korupsi,Neutral
1821,teringat jokowie yg bekerja untk oligarki,Neutral
1822,"NAIKKAN GAJI GURU
BERI HAK ATAU UNDANG UNDANG PERLINDUNGAN GURU",Neutral
1823,Semoga pak. Di kuatkan menghadapi perkejaan ini.,Neutral
1824,"Masya Allah baru ini presiden yg hati nurani nya benar "" ngebela rakyat dan sangat tulus sehat terus pak prabowo semoga panjang umur
Aamiin",Neutral
1825,"Dulu hampir gak memilih beliau, ttp setelah menyaksikan debat capres cawapres langsung berubah 180 %, aplg setelah dinilai 11 oleh anis basw edan dan 5 dari ganjar. Pilihan sy mantap ke bp prabowo,akhirnya ganjar lewat bgt sj krn kementhus dan merendahkn.",Neutral
1826,Trims kasih pak presiden sudah perhatikan nasip guru semoga saya amanah dalam menjalankan tugas,Neutral
1827,Jadi guru ASN yg sudah sertifikasi akan mendapatkan 1 kali gapok atau 2 kali gapok?,Neutral
1828,"Gaji guru naik tapi ngiris mutu pendidik sekarang dibawah standar 
Pak Prabowo tau TDK klo 70%guru itu datang saja cek lok baru jam 9sdh pulang terutama pengajar SD. Pulang kerja urusan rumah
Bgmn didaerah terpencil TDK terjangkau pak mutu pendidik dsn nol",Neutral
1829,Tapi sayangnya kebnyakan dulu pas pemilu guru guru anak abah 🥲,Neutral
1830,mantap pak presidenku,Neutral
1831,presdenku luar biasa,Neutral
1832,Cerdaskan masyarakat,Neutral
1833,Baru kali ni ada presiden yg betul2 memperhatikan pembangunan Indonesia di mulai dr fokus ke pendidikan,Neutral
1834,". MENYESALAH KALIAN PARA GURU YG DI PILPRES KEMARIN TIDAK MEMILIH PAK PRABOWO SUBIANTO . KABINET MENTERI MERAH PUTIH , MAJU TAK GENTAR TEGAK LURUS UNTUK BANGSA DAN NKRI NUSANTARA HARGA MATI MERDEKA . AL'FAQIR. UGAN SUMANTRI .",Neutral
1835,Ini yg di maksud naik 1x gajih apa sertifikasi atau di luar sertifikasi?,Neutral
1836,"Pns buruh pabrik pedagang petani , kpn pekerja proyek di perhatikan ,",Neutral
1837,"Pidatonya gak sesuai dengan janjinya.... soal tabahan 1x gaji pokok itu bukan hal baru, selama ini guru2 serdik ASN sdh mendapatkan itu..... hanya guru2 honorer berserdik yg dapat tambahan 500rb yg sebelunya cuma 1,5 jt menjadi 2jt kalau direalisasikan. Sementara guru2 ASN cuma dapat tambahan 0 rp.... Dari pidato ini sdh jelas bahwa tambahan gaji 2jt per bulan untuk seluruh guru baik2 honorer maupun ASN, serdik mau pun non serdik sebagaimana yg dijanjikan dalam masa kampanye adalah hanyalah janji palsu alias bohong......😀😀😀",Neutral
1838,terus yang rakyat kecil swasta gimna....makmur itu merata..,Neutral
1839,Ya Allah terharunya.....tmakasih bapak  smg bpk selalu sehat🤲🤲,Neutral
1840,"Tenaga kesehatan tidak naik pak.,?!",Neutral
1841,Pahlawan bnyk yg Pernah jadi Guru.,Neutral
1842,"Seorang pemimpin yg bijak dan peduli sama rakyat adalah membantu  rakyat miskin yg perlu di utamakan.. 
Dikasih modal untuk buka usaha.. mendukung perkembangan usahanya.. itu yg terpenting.. dimana saat ini fase2 daya beli masyarakat berkurang... Sampai disini paham kan",Neutral
1843,"Ya Allah sepanjang video nangis terus, speechless 😭😭😭 Terimakasih pak presiden ❤",Neutral
1844,Orang tulus itu gampang nangis ❤ ya Allah masih gk nyangka beliau jdi Presiden .. Masya Allah Alhamdulillah,Neutral
1845,Bapak prabowo sy tdk terasa air mata sy keluar dengar suara bapak yg begitu tulus ❤❤,Neutral
1846,"Subhanallah , sehat selalu presidenku semoga selalu dalam lindingan Allah SWT ...Aamiin",Neutral
1847,Gaji buruh tolong di naikan pak,Neutral
1848,"Tdk akan ad presiden tanpa ad guru yg mendidik ya kan pak tolong ankt semua guru honorer  pak ,,siap dukung 2 periode",Neutral
1849,Pemimpin yang Hebat👏👏,Neutral
1850,Luar biasa... Terimakasih pak Prabowo... 😢,Neutral
1851,"Cocok pak, langsung ke sekolah saja, soalnya kalo lewat dinas banyak potongan.",Neutral
1852,Alhamdulillah tidak salah pilih saya.,Neutral
1853,"Assalamu'alaikum Warahmatullahi Wabarakatuh. Terima Kasih yg sebesar besarnya kepada Bapak Presiden Republik Indonesia. Bapak Prabowo Subianto. Telah memperjuangkan Kesejahteraan kami para guru dan anak"" didik kt. Semoga Bapak Presiden selalu diberi kesehatan dan umur Panjang oleh Allah SWT. Aamiin.. 🤲🤲🤲😇🥰🥰🥰Salam dan Hormat kami para pejuang Pendidikan🙏🙏🙏🙏",Neutral
1854,"Setuju2 iye rakyat letik nu lain asn jeng lain guru jeng lain pagawe pabrik, sejatrakenmh nu sa aya2 gawena",Neutral
1855,Pak  prabowo   org  yg  paling  ikhlas  utk  bangsa... jd  klo pak  prabowo  menginginkan   pa Riduan  Kamil   uyk  memimpin  J akarta....tentu  bukan  pilihan  yg  salah... semiga  rakyat Jakarta  busa  memahami...utk  mendukung  pilihan  beliau,Neutral
1856,"Ini mah narasinya seolah2 gaji guru pns naik 2 kali lipat, padahal sertifikasi sebesar gaji pokok emang dari zaman pak SBy juga begitu, jadi gak ada kenaikan apa2 untuk guru pns tahun ini, yang naik hanya sertifikasi untuk yang non ASN😢",Neutral
